,trend_score,appearances,current_shares,share_change,newly_entered,exited,has_changes,funds,funds_entered,funds_exited,funds_entered_count,funds_exited_count,current_shares_count,share_change_count
Technocraft Industries (India) Ltd,0,1,1310.0,0.0,False,False,0,Canara Robeco Small Cap Fund,,,0,0,1,1
Blue Jet Healthcare Ltd,1,1,118519.0,0.0,False,False,0,Canara Robeco Small Cap Fund,Canara Robeco Small Cap Fund,,1,0,1,1
PB Fintech Ltd,0,2,1239988.0,0.0,False,False,0,"Canara Robeco Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Schneider Electric Infrastructure Ltd,0,1,209802.0,0.0,False,False,0,Canara Robeco Small Cap Fund,,,0,0,1,1
Max Financial Services Ltd,0,1,110000.0,0.0,False,False,0,Canara Robeco Small Cap Fund,,,0,0,1,1
Tega Industries Ltd,1,2,112521.5,0.0,False,False,0,"Canara Robeco Small Cap Fund,Navi Small Cap Fund",Navi Small Cap Fund,,1,0,2,2
Hexaware Technologies Ltd Ordinary Shares,0,2,722149.0,0.0,False,False,0,"Canara Robeco Small Cap Fund,Franklin Small Cap Fund",,,0,0,2,2
Solar Industries India Ltd,0,1,32376.0,0.0,False,False,0,Canara Robeco Small Cap Fund,,,0,0,1,1
JK Cement Ltd,0,1,41960.0,0.0,False,False,0,Canara Robeco Small Cap Fund,,,0,0,1,1
Nippon Life India Asset Management Ltd Ordinary Shares,0,2,2301005.0,0.0,False,False,0,"Franklin Small Cap Fund,Motilal Oswal Small Cap Fund",,,0,0,2,2
KSB Ltd,0,2,1032778.5,0.0,False,False,0,"Franklin Small Cap Fund,Navi Small Cap Fund",,,0,0,2,2
Aether Industries Ltd,0,2,151747.5,0.0,False,False,0,"Franklin Small Cap Fund,Nippon Small Cap Fund",,Nippon Small Cap Fund,0,1,2,2
Concord Biotech Ltd,0,2,592077.5,0.0,False,False,0,"Franklin Small Cap Fund,Motilal Oswal Small Cap Fund",,,0,0,2,2
Entero Healthcare Solutions Ltd,0,1,52774.0,0.0,False,False,0,Franklin Small Cap Fund,,,0,0,1,1
SBFC Finance Ltd,1,2,8243092.0,0.0,False,False,0,"Franklin Small Cap Fund,Nippon Small Cap Fund",Franklin Small Cap Fund,,1,0,2,2
BSE Ltd,0,3,525214.0,0.0,False,False,0,"Franklin Small Cap Fund,Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,Motilal Oswal Small Cap Fund,0,1,3,3
Go Digit General Insurance Ltd,0,1,4384695.0,0.0,False,False,0,Franklin Small Cap Fund,,,0,0,1,1
Trent Ltd,0,2,114211.0,0.0,False,False,0,"Franklin Small Cap Fund,Motilal Oswal Small Cap Fund",,Motilal Oswal Small Cap Fund,0,1,2,2
Apollo Hospitals Enterprise Ltd,0,1,151411.0,0.0,False,False,0,Franklin Small Cap Fund,,,0,0,1,1
Ingersoll-Rand (India) Ltd,0,1,95565.0,0.0,False,False,0,Franklin Small Cap Fund,,,0,0,1,1
Neogen Chemicals Ltd,0,2,720166.0,0.0,False,False,0,"Franklin Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Phoenix Mills Ltd,0,2,1044035.5,0.0,False,False,0,"Franklin Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Swiggy Ltd,1,2,4963876.5,44.565661279972,False,False,0,"Franklin Small Cap Fund,Motilal Oswal Small Cap Fund",Motilal Oswal Small Cap Fund,,1,0,2,2
Brainbees Solutions Ltd,0,1,104542.0,0.0,False,False,0,Franklin Small Cap Fund,,,0,0,1,1
Indegene Ltd,0,0,0.0,0.0,False,False,0,,,,0,0,0,0
ZF Commercial Vehicle Control Systems India Ltd,1,2,59537.0,0.0,False,False,0,"Franklin Small Cap Fund,Motilal Oswal Small Cap Fund",Motilal Oswal Small Cap Fund,,1,0,2,2
Allcargo Logistics Ltd,0,1,17112968.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Sundrop Brands Ltd,0,1,1782421.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Vardhman Special Steels Ltd,0,1,2378601.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
POWERGRID Infrastructure Investment Trust Units,0,1,1043500.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
IDFC First Bank Ltd,0,1,59000000.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Ramco Industries Ltd,0,1,2281581.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
VIP Industries Ltd,0,1,4692204.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Hikal Ltd,0,1,3300000.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Network People Services Technologies Ltd,0,1,1532500.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Sri Lotus Developers And Realty Ltd,0,1,2777562.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
SAMHI Hotels Ltd,0,1,11907432.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Cello World Ltd,0,1,1692675.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Natco Pharma Ltd,0,1,549064.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Time Technoplast Ltd,1,3,9771501.333333334,33.333333333333336,False,False,0,"Motilal Oswal Small Cap Fund,Navi Small Cap Fund,Nippon Small Cap Fund",Nippon Small Cap Fund,,1,0,3,3
Sundaram Clayton Ltd,0,1,1326805.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Eveready Industries India Ltd,0,1,1772916.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Anant Raj Ltd,0,2,3088695.0,0.0,False,False,0,"Navi Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
MM Forgings Ltd,0,1,1576286.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
ASK Automotive Ltd,0,1,3158073.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Transindia Real Estate Ltd,0,1,3095712.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Graphite India Ltd,0,1,3757727.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
CarTrade Tech Ltd,0,1,528313.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
CE Info Systems Ltd,0,1,1850822.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Rallis India Ltd,0,1,540349.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Smartworks Coworking Spaces Ltd,0,1,2168435.0,0.0,False,False,0,Navi Small Cap Fund,,,0,0,1,1
Coforge Ltd,0,1,1129938.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
Hindalco Industries Ltd,0,1,1430102.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
Laurus Labs Ltd,0,1,2117487.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
Jupiter Life Line Hospitals Ltd,0,0,0.0,0.0,False,False,0,,,,0,0,0,0
Inventurus Knowledge Solutions Ltd,0,1,849601.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
Prudent Corporate Advisory Services Ltd,0,2,287260.0,0.0,False,False,0,"Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Ahluwalia Contracts (India) Ltd,0,1,3220147.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
Alembic Pharmaceuticals Ltd,0,1,1455416.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
Atlanta Electricals Ltd,1,1,229387.0,0.0,False,False,0,Nippon Small Cap Fund,Nippon Small Cap Fund,,1,0,1,1
Mahanagar Gas Ltd,0,1,1157462.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
Devyani International Ltd,0,2,10450170.5,0.0,False,False,0,"Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Azad Engineering Ltd,1,1,264476.0,0.0,False,False,0,Nippon Small Cap Fund,Nippon Small Cap Fund,,1,0,1,1
Titagarh Rail Systems Ltd,0,2,1281616.0,0.0,False,False,0,"Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
KNR Constructions Ltd,0,1,3873356.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
HeidelbergCement India Ltd,0,1,5040690.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
SJS Enterprises Ltd,0,1,1377351.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
Container Corporation of India Ltd,0,1,840528.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
Tech Mahindra Ltd,0,1,868319.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
TeamLease Services Ltd,0,1,271086.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
VST Industries Ltd,0,1,1887964.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
L&T Technology Services Ltd,0,1,0.0,0.0,False,False,0,Nippon Small Cap Fund,,Nippon Small Cap Fund,0,1,1,1
Havells India Ltd,0,1,635613.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
UNO Minda Ltd,0,2,786840.5,0.0,False,False,0,"Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Happy Forgings Ltd,0,2,330206.0,0.0,False,False,0,"Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Ajax Engineering Ltd,0,1,507104.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
PDS Ltd,0,1,1399254.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
Niva Bupa Health Insurance Co Ltd,0,1,13847059.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
Tata Consultancy Services Ltd,0,1,237254.0,0.0,False,False,0,Nippon Small Cap Fund,,,0,0,1,1
Engineers India Ltd,0,2,6877241.5,0.0,False,False,0,"Motilal Oswal Small Cap Fund,Nippon Small Cap Fund",,,0,0,2,2
Apollo Pipes Ltd,0,1,839829.0,-38.89006120969925,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Supreme Industries Ltd,0,1,228824.0,5.427956672180167,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Somany Ceramics Ltd,0,1,1367863.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Wim Plast Ltd,0,1,457523.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Indo Count Industries Ltd,0,1,3157898.0,27.77769685198673,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
PTC Industries Ltd,0,1,80656.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Oberoi Realty Ltd,0,1,911600.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
IIFL Capital Services Ltd Ordinary Shares,0,1,569083.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Motherson Sumi Wiring India Ltd,0,1,20583300.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Nesco Ltd,1,1,657066.0,48.544881142120786,False,False,0,Motilal Oswal Small Cap Fund,Motilal Oswal Small Cap Fund,,1,0,1,1
Alkyl Amines Chemicals Ltd,0,1,460300.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Cera Sanitaryware Ltd,0,1,338650.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Sundaram Finance Ltd,0,1,0.0,-100.0,False,False,0,Motilal Oswal Small Cap Fund,,Motilal Oswal Small Cap Fund,0,1,1,1
Housing & Urban Development Corp Ltd,0,1,8043000.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Finolex Industries Ltd,0,1,5984579.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Hindustan Foods Ltd,0,1,1124431.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
EIH Ltd,0,1,6697900.0,10.93095281472035,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Polycab India Ltd,0,1,272724.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Techno Electric & Engineering Co Ltd,0,1,2001316.0,-13.306273798023815,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
IIFL Finance Ltd,0,1,3399982.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Supreme Petrochem Ltd,0,1,3565768.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Seshaasai Technologies Ltd,1,1,307300.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,Motilal Oswal Small Cap Fund,,1,0,1,1
Ipca Laboratories Ltd,0,1,606800.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,,0,0,1,1
Sterling Tools Ltd,0,1,0.0,0.0,False,False,0,Motilal Oswal Small Cap Fund,,Motilal Oswal Small Cap Fund,0,1,1,1
